# t_ms current_uA voltage_uV
1778849883556 -189000 4370000
1778849883828 -181000 4370000
1778849884091 -182000 4369000
1778849884380 -186000 4369000
1778849884664 -190000 4369000
1778849884955 -192000 4370000
1778849885242 -192000 4370000
1778849885508 -188000 4370000
1778849885788 -187000 4370000
1778849886043 -187000 4367000
1778849886312 -182000 4367000
1778849886586 -194000 4367000
1778849886883 -208000 4367000
1778849887166 -227000 4367000
1778849887467 -237000 4367000
1778849887772 -228000 4367000
1778849888061 -190000 4368000
1778849888362 -182000 4368000
1778849888627 -182000 4368000
1778849888922 -186000 4371000
1778849889214 -190000 4371000
1778849889514 -192000 4371000
1778849889787 -195000 4371000
1778849890090 -189000 4369000
1778849890365 -190000 4369000
1778849890653 -185000 4369000
1778849890921 -184000 4370000
1778849891216 -192000 4370000
1778849891504 -196000 4370000
1778849891802 -192000 4370000
1778849892091 -190000 4369000
1778849892381 -186000 4369000
1778849892667 -184000 4369000
1778849892937 -192000 4370000
1778849893229 -192000 4370000
1778849893501 -192000 4370000
1778849893765 -192000 4370000
1778849894045 -189000 4369000
1778849894308 -182000 4369000
1778849894572 -181000 4369000
1778849894857 -181000 4369000
1778849895139 -184000 4370000
1778849895423 -187000 4370000
1778849895693 -189000 4370000
1778849895997 -189000 4369000
1778849896299 -203000 4369000
1778849896589 -197000 4369000
1778849896857 -198000 4369000
1778849897144 -183000 4370000
1778849897406 -187000 4370000
1778849897681 -189000 4370000
1778849897956 -193000 4370000
1778849898239 -192000 4370000
1778849898523 -198000 4370000
1778849898793 -199000 4370000
1778849899080 -192000 4367000
1778849899374 -192000 4367000
1778849899672 -192000 4367000
1778849899945 -197000 4370000
1778849900250 -198000 4370000
1778849900534 -191000 4370000
1778849900828 -181000 4370000
1778849901085 -182000 4369000
1778849901359 -182000 4369000
1778849901644 -186000 4369000
1778849901936 -195000 4368000
1778849902203 -196000 4368000
1778849902507 -201000 4368000
1778849902820 -203000 4368000
1778849903077 -218000 4368000
1778849903373 -215000 4368000
1778849903645 -215000 4368000
1778849903917 -205000 4371000
1778849904189 -189000 4371000
1778849904475 -187000 4371000
1778849904739 -187000 4371000
1778849905016 -190000 4370000
1778849905288 -201000 4370000
1778849905580 -198000 4370000
1778849905864 -195000 4370000
1778849906125 -196000 4370000
1778849906413 -183000 4370000
1778849906680 -188000 4370000
1778849906941 -189000 4370000
1778849907220 -189000 4370000
1778849907516 -191000 4370000
1778849907805 -185000 4370000
1778849908073 -184000 4366000
1778849908345 -185000 4366000
1778849908606 -197000 4366000
1778849908904 -200000 4370000
1778849909165 -202000 4370000
1778849909453 -202000 4370000
1778849909722 -193000 4370000
1778849910024 -194000 4367000
1778849910335 -184000 4367000
1778849910653 -181000 4367000
1778849910921 -180000 4370000
1778849911182 -183000 4370000
1778849911448 -188000 4370000
1778849911707 -189000 4370000
1778849911977 -187000 4370000
1778849912265 -187000 4370000
1778849912574 -189000 4370000
1778849912841 -190000 4370000
1778849913102 -199000 4370000
1778849913392 -193000 4370000
1778849913661 -199000 4370000
1778849913948 -200000 4370000
1778849914237 -193000 4370000
1778849914502 -191000 4370000
1778849914780 -190000 4370000
1778849915067 -181000 4367000
1778849915355 -182000 4367000
1778849915644 -182000 4367000
1778849915911 -185000 4370000
1778849916205 -190000 4370000
1778849916512 -188000 4370000
1778849916817 -180000 4370000
1778849917115 -177000 4369000
1778849917403 -180000 4369000
1778849917704 -184000 4369000
1778849917979 -186000 4370000
1778849918281 -186000 4370000
1778849918573 -187000 4370000
1778849918873 -185000 4370000
1778849919145 -187000 4370000
1778849919425 -182000 4370000
1778849919710 -185000 4370000
1778849920012 -186000 4370000
1778849920303 -353000 4370000
1778849920572 -450000 4370000
1778849920834 -603000 4370000
1778849921098 -706000 4353000
1778849921364 -595000 4353000
1778849921640 -568000 4353000
